# z, u, v, w
1.725000000000000000e+03 5.347966621803117881e+00 3.699535437428949081e+00 -1.562007737033395242e-09
1.731000000000000000e+03 5.347929086301594914e+00 3.699509568522417968e+00 -1.419206801391091263e-09
1.737000000000000000e+03 5.347967660283018176e+00 3.699499988877204437e+00 -1.481309402008348971e-09
1.743000000000000000e+03 5.348031660418495647e+00 3.699555417745697738e+00 -1.427462115570048999e-09
1.749000000000000000e+03 5.348029659367788291e+00 3.699563555638252677e+00 -1.218903818845493531e-09
1.755000000000000000e+03 5.348005486351008031e+00 3.699549693107967219e+00 -1.389509338887088300e-09
1.761000000000000000e+03 5.348005122748823226e+00 3.699560307129187819e+00 -1.117545179282994020e-09
1.767000000000000000e+03 5.348019786208404902e+00 3.699574086051570898e+00 -8.962176642236990322e-10
1.773000000000000000e+03 5.348041308533776572e+00 3.699590732417869621e+00 -7.442021165149705247e-10
1.779000000000000000e+03 5.348072632327287579e+00 3.699609628166794728e+00 -8.154907415156635418e-10
1.785000000000000000e+03 5.348112211005687122e+00 3.699629792007693485e+00 -8.278283521691019845e-10
1.791000000000000000e+03 5.348161167404956728e+00 3.699651426554836586e+00 -1.118113963445399612e-09
1.797000000000000000e+03 5.348218663498006009e+00 3.699676077529189921e+00 -6.916512744974991290e-10
1.803000000000000000e+03 5.348289050593487026e+00 3.699702915513005230e+00 -9.115198847509066315e-10
1.809000000000000000e+03 5.348369240148863391e+00 3.699738738089785262e+00 -3.337636881231846698e-10
1.815000000000000000e+03 5.348427760426599065e+00 3.699761748533958006e+00 -1.394702914437274003e-09
1.821000000000000000e+03 5.348470363387161974e+00 3.699760480590763567e+00 -9.638235266972465837e-10
1.827000000000000000e+03 5.348537738855847046e+00 3.699777980731874472e+00 -1.288373848051733599e-09
1.833000000000000000e+03 5.348590276853157022e+00 3.699818622144094071e+00 -9.491770678561591976e-10
1.839000000000000000e+03 5.348617501382985751e+00 3.699839742243116625e+00 -1.068941139519239881e-09
1.845000000000000000e+03 5.348659904110420804e+00 3.699843525222064056e+00 -6.876634195583354068e-10
1.851000000000000000e+03 5.348689869385436779e+00 3.699851251152822762e+00 -9.336311700448193873e-10
1.857000000000000000e+03 5.348699896946794929e+00 3.699859549120271041e+00 -6.747281832692806841e-10
1.863000000000000000e+03 5.348701348842281433e+00 3.699864248107326503e+00 -7.142100256992952488e-10
1.869000000000000000e+03 5.348690219239429666e+00 3.699865942849769773e+00 -3.685184250223088540e-10
1.875000000000000000e+03 5.348669692405003673e+00 3.699864880510479903e+00 -6.245106901937493982e-10
1.881000000000000000e+03 5.348642370743659669e+00 3.699862047047689728e+00 -3.249196635944767864e-10
1.887000000000000000e+03 5.348611487089987016e+00 3.699857951104381204e+00 -6.166033280432700026e-10
1.893000000000000000e+03 5.348580319147884232e+00 3.699853165498537599e+00 -1.464722503757249820e-10
1.899000000000000000e+03 5.348551916608489165e+00 3.699848106634881617e+00 -6.198943557379472418e-10
1.905000000000000000e+03 5.348527716106175944e+00 3.699842662295091067e+00 8.936700854465534460e-11
1.911000000000000000e+03 5.348504000493107036e+00 3.699836117141487080e+00 -4.734533644561337633e-10
1.917000000000000000e+03 5.348485521296565182e+00 3.699830400222352988e+00 -2.073601906660069663e-10
