# z, uu, uv, uw, vv, vw, ww
7.770000000000000000e+02 9.540660430790599833e-02 -1.535211752795288863e-03 -1.237962205795996827e-02 1.210585035846633434e-01 2.651453305803776628e-03 2.281228682399141783e-01
7.830000000000000000e+02 9.506486474675114595e-02 -1.764593231604769065e-03 -1.208851375652902731e-02 1.223952942877916950e-01 2.639004082137606094e-03 2.252274645711995205e-01
7.890000000000000000e+02 9.446541537053111670e-02 -1.963949620148119912e-03 -1.177170419753834248e-02 1.236433927896701535e-01 2.666403205402393794e-03 2.222379634317728225e-01
7.950000000000000000e+02 9.397950883057598626e-02 -2.226875403170664510e-03 -1.147851270335273691e-02 1.251215392714963848e-01 2.670985522810961042e-03 2.191285858746342408e-01
8.010000000000000000e+02 9.342429177914950145e-02 -2.617608579649982094e-03 -1.115715274339422816e-02 1.265242443756643409e-01 2.702906821212891237e-03 2.159144279116621545e-01
8.070000000000000000e+02 9.305558145477517418e-02 -3.044762867172038073e-03 -1.086075968199280012e-02 1.279799040969507307e-01 2.716630042978713730e-03 2.125896697597882967e-01
8.130000000000000000e+02 9.265178162041462495e-02 -3.486626440164298721e-03 -1.054068038164717586e-02 1.293297875288968168e-01 2.757155493456387579e-03 2.091724795109749235e-01
8.190000000000000000e+02 9.234149394515445142e-02 -3.951790546604188291e-03 -1.024494512194515719e-02 1.307573894931455816e-01 2.783832931903485342e-03 2.056514600876210019e-01
8.250000000000000000e+02 9.203630374230220568e-02 -4.367789436102272743e-03 -9.937634241294901472e-03 1.323080008057384571e-01 2.831470905055614214e-03 2.020190658898193825e-01
8.310000000000000000e+02 9.186140671577715244e-02 -4.787220964947494321e-03 -9.653173358343166907e-03 1.340167384646257787e-01 2.863558754538005416e-03 1.982755494147805664e-01
8.370000000000000000e+02 9.170180397777603909e-02 -5.193124588475647035e-03 -9.369855160925309387e-03 1.358821764044302050e-01 2.907693380994033454e-03 1.944336853881756255e-01
8.430000000000000000e+02 9.166132976031102220e-02 -5.639423756970398868e-03 -9.105463140420079482e-03 1.377682803374626896e-01 2.937194611782555781e-03 1.905204710360215992e-01
8.490000000000000000e+02 9.161397187367099904e-02 -6.004172249849261400e-03 -8.843931944907344397e-03 1.395742975140272513e-01 2.973460847714827406e-03 1.865620553197679943e-01
8.550000000000000000e+02 9.165997234502759605e-02 -6.364595210717509215e-03 -8.604469465054720434e-03 1.413262301651730113e-01 2.993564362670941663e-03 1.825770761417188359e-01
8.610000000000000000e+02 9.177878378069209697e-02 -6.612269315849112102e-03 -8.368603845119133161e-03 1.430770977246014486e-01 3.009881683348866917e-03 1.785817151735924757e-01
8.670000000000000000e+02 9.193901426435341362e-02 -6.826634531370670382e-03 -8.159077915008030105e-03 1.447898580195832452e-01 3.017137989052807567e-03 1.745951701368334275e-01
8.730000000000000000e+02 9.215555954646095782e-02 -7.001631765333331779e-03 -7.943501163660033823e-03 1.464273563181515692e-01 3.018472545330603066e-03 1.706332458411818909e-01
8.790000000000000000e+02 9.242813900526931914e-02 -7.206945608944166116e-03 -7.752112209636402226e-03 1.479735736891320819e-01 3.016354851600943580e-03 1.666966255736097025e-01
8.850000000000000000e+02 9.272441843819091700e-02 -7.364006075768096855e-03 -7.556623536325784291e-03 1.494476911036122235e-01 3.008416103602710046e-03 1.627624628495007164e-01
8.910000000000000000e+02 9.302905868142313794e-02 -7.507217503453931379e-03 -7.384600404965094289e-03 1.508110139540603523e-01 3.002051482545645307e-03 1.588013422880080738e-01
8.970000000000000000e+02 9.342358726512418887e-02 -7.675988812084326776e-03 -7.204515718890044593e-03 1.521443741211334910e-01 2.987269166712574163e-03 1.547746320029437239e-01
9.030000000000000000e+02 9.379921471757086959e-02 -7.819303728648434662e-03 -7.041473502861221763e-03 1.534884746195735727e-01 2.970221901758011030e-03 1.506527809390272310e-01
9.090000000000000000e+02 9.431494461810463470e-02 -7.922232970536046900e-03 -6.862851003727311536e-03 1.548261216105911720e-01 2.953255262150567429e-03 1.464258607835962622e-01
9.150000000000000000e+02 9.498905947966537755e-02 -8.016154088899921440e-03 -6.701539333683551557e-03 1.560335039052465622e-01 2.936440435699869209e-03 1.421150666123792983e-01
9.210000000000000000e+02 9.589013092155053430e-02 -8.077443703409223352e-03 -6.517808423129755994e-03 1.572298457414347816e-01 2.917642026294288166e-03 1.377368737846749736e-01
9.270000000000000000e+02 9.696845716168489560e-02 -8.226957352746297469e-03 -6.355966483524664104e-03 1.582911921617546902e-01 2.891582614169083392e-03 1.332853749331781024e-01
9.330000000000000000e+02 9.825279417711671459e-02 -8.435046944952600406e-03 -6.157459641182041164e-03 1.595398805481021420e-01 2.865655747263927324e-03 1.287360205860353934e-01
9.390000000000000000e+02 9.948112367526845690e-02 -8.741295120640799055e-03 -5.999781364027968397e-03 1.606055637819826520e-01 2.831370688225190533e-03 1.241016333331693006e-01
9.450000000000000000e+02 1.011244963276888148e-01 -9.109515671058564940e-03 -5.798106512458026454e-03 1.619209614613170423e-01 2.796186617357160169e-03 1.193707819368194784e-01
9.510000000000000000e+02 1.025756430092785026e-01 -9.588339559164755707e-03 -5.649032169927383808e-03 1.628731870231439893e-01 2.757297943585710568e-03 1.145922304681903370e-01
9.570000000000000000e+02 1.047679667181144192e-01 -1.006916747736930594e-02 -5.457456616464407585e-03 1.643668792663323663e-01 2.708383082881342385e-03 1.096801241593814424e-01
9.630000000000000000e+02 1.065846575755179382e-01 -1.044026239543710891e-02 -5.294158303017382217e-03 1.650346303311044927e-01 2.654159304156005188e-03 1.047521625008982493e-01
